Date Purchased,Quantity,Player,Year,Set,Variation,Number,Category,Condition,Investment,Estimated Value,Ladder ID,Notes,Date Sold,Sold Price,Image
08/23/2026,1,Player 257,2021,Topps Chrome,,257,Baseball,Raw,5.0,15.0,,8492-257,,,
08/23/2026,1,Player 258,2021,Topps Chrome,,258,Baseball,Raw,5.0,15.0,,8492-258,,,
08/23/2026,1,Player 259,2021,Topps Chrome,,259,Baseball,Raw,5.0,15.0,,8492-259,,,
08/23/2026,1,Player 260,2021,Topps Chrome,,260,Baseball,Raw,5.0,15.0,,8492-260,,,
08/23/2026,1,Player 261,2021,Topps Chrome,,261,Baseball,Raw,5.0,15.0,,8492-261,,,
08/23/2026,1,Player 262,2021,Topps Chrome,,262,Baseball,Raw,5.0,15.0,,8492-262,,,
08/23/2026,1,Player 263,2021,Topps Chrome,,263,Baseball,Raw,5.0,15.0,,8492-263,,,
08/23/2026,1,Player 264,2021,Topps Chrome,,264,Baseball,Raw,5.0,15.0,,8492-264,,,
08/23/2026,1,Player 265,2021,Topps Chrome,,265,Baseball,Raw,5.0,15.0,,8492-265,,,
08/23/2026,1,Player 266,2021,Topps Chrome,,266,Baseball,Raw,5.0,15.0,,8492-266,,,
08/23/2026,1,Player 267,2021,Topps Chrome,,267,Baseball,Raw,5.0,15.0,,8492-267,,,
08/23/2026,1,Player 268,2021,Topps Chrome,,268,Baseball,Raw,5.0,15.0,,8492-268,,,
08/23/2026,1,Player 269,2021,Topps Chrome,,269,Baseball,Raw,5.0,15.0,,8492-269,,,
08/23/2026,1,Player 270,2021,Topps Chrome,,270,Baseball,Raw,5.0,15.0,,8492-270,,,
08/23/2026,1,Player 271,2021,Topps Chrome,,271,Baseball,Raw,5.0,15.0,,8492-271,,,
08/23/2026,1,Player 272,2021,Topps Chrome,,272,Baseball,Raw,5.0,15.0,,8492-272,,,
08/23/2026,1,Player 273,2021,Topps Chrome,,273,Baseball,Raw,5.0,15.0,,8492-273,,,
08/23/2026,1,Player 274,2021,Topps Chrome,,274,Baseball,Raw,5.0,15.0,,8492-274,,,
08/23/2026,1,Player 275,2021,Topps Chrome,,275,Baseball,Raw,5.0,15.0,,8492-275,,,
08/23/2026,1,Player 276,2021,Topps Chrome,,276,Baseball,Raw,5.0,15.0,,8492-276,,,
08/23/2026,1,Player 277,2021,Topps Chrome,,277,Baseball,Raw,5.0,15.0,,8492-277,,,
08/23/2026,1,Player 278,2021,Topps Chrome,,278,Baseball,Raw,5.0,15.0,,8492-278,,,
08/23/2026,1,Player 279,2021,Topps Chrome,,279,Baseball,Raw,5.0,15.0,,8492-279,,,
08/23/2026,1,Player 280,2021,Topps Chrome,,280,Baseball,Raw,5.0,15.0,,8492-280,,,
08/23/2026,1,Player 281,2021,Topps Chrome,,281,Baseball,Raw,5.0,15.0,,8492-281,,,
08/23/2026,1,Player 282,2021,Topps Chrome,,282,Baseball,Raw,5.0,15.0,,8492-282,,,
08/23/2026,1,Player 283,2021,Topps Chrome,,283,Baseball,Raw,5.0,15.0,,8492-283,,,
08/23/2026,1,Player 284,2021,Topps Chrome,,284,Baseball,Raw,5.0,15.0,,8492-284,,,
08/23/2026,1,Player 285,2021,Topps Chrome,,285,Baseball,Raw,5.0,15.0,,8492-285,,,
08/23/2026,1,Player 286,2021,Topps Chrome,,286,Baseball,Raw,5.0,15.0,,8492-286,,,
08/23/2026,1,Player 287,2021,Topps Chrome,,287,Baseball,Raw,5.0,15.0,,8492-287,,,
08/23/2026,1,Player 288,2021,Topps Chrome,,288,Baseball,Raw,5.0,15.0,,8492-288,,,
08/23/2026,1,Player 289,2021,Topps Chrome,,289,Baseball,Raw,5.0,15.0,,8492-289,,,
08/23/2026,1,Player 290,2021,Topps Chrome,,290,Baseball,Raw,5.0,15.0,,8492-290,,,
08/23/2026,1,Player 291,2021,Topps Chrome,,291,Baseball,Raw,5.0,15.0,,8492-291,,,
08/23/2026,1,Player 292,2021,Topps Chrome,,292,Baseball,Raw,5.0,15.0,,8492-292,,,
08/23/2026,1,Player 293,2021,Topps Chrome,,293,Baseball,Raw,5.0,15.0,,8492-293,,,
08/23/2026,1,Player 294,2021,Topps Chrome,,294,Baseball,Raw,5.0,15.0,,8492-294,,,
08/23/2026,1,Player 295,2021,Topps Chrome,,295,Baseball,Raw,5.0,15.0,,8492-295,,,
08/23/2026,1,Player 296,2021,Topps Chrome,,296,Baseball,Raw,5.0,15.0,,8492-296,,,
08/23/2026,1,Player 297,2021,Topps Chrome,,297,Baseball,Raw,5.0,15.0,,8492-297,,,
08/23/2026,1,Player 298,2021,Topps Chrome,,298,Baseball,Raw,5.0,15.0,,8492-298,,,
08/23/2026,1,Player 299,2021,Topps Chrome,,299,Baseball,Raw,5.0,15.0,,8492-299,,,
08/23/2026,1,Player 300,2021,Topps Chrome,,300,Baseball,Raw,5.0,15.0,,8492-300,,,
08/23/2026,1,Player 301,2021,Topps Chrome,,301,Baseball,Raw,5.0,15.0,,8492-301,,,
08/23/2026,1,Player 302,2021,Topps Chrome,,302,Baseball,Raw,5.0,15.0,,8492-302,,,
08/23/2026,1,Player 303,2021,Topps Chrome,,303,Baseball,Raw,5.0,15.0,,8492-303,,,
08/23/2026,1,Player 304,2021,Topps Chrome,,304,Baseball,Raw,5.0,15.0,,8492-304,,,
08/23/2026,1,Player 305,2021,Topps Chrome,,305,Baseball,Raw,5.0,15.0,,8492-305,,,
08/23/2026,1,Player 306,2021,Topps Chrome,,306,Baseball,Raw,5.0,15.0,,8492-306,,,
08/23/2026,1,Player 307,2021,Topps Chrome,,307,Baseball,Raw,5.0,15.0,,8492-307,,,
08/23/2026,1,Player 308,2021,Topps Chrome,,308,Baseball,Raw,5.0,15.0,,8492-308,,,
08/23/2026,1,Player 309,2021,Topps Chrome,,309,Baseball,Raw,5.0,15.0,,8492-309,,,
08/23/2026,1,Player 310,2021,Topps Chrome,,310,Baseball,Raw,5.0,15.0,,8492-310,,,
08/23/2026,1,Player 311,2021,Topps Chrome,,311,Baseball,Raw,5.0,15.0,,8492-311,,,
08/23/2026,1,Player 312,2021,Topps Chrome,,312,Baseball,Raw,5.0,15.0,,8492-312,,,
08/23/2026,1,Player 313,2021,Topps Chrome,,313,Baseball,Raw,5.0,15.0,,8492-313,,,
08/23/2026,1,Player 314,2021,Topps Chrome,,314,Baseball,Raw,5.0,15.0,,8492-314,,,
08/23/2026,1,Player 315,2021,Topps Chrome,,315,Baseball,Raw,5.0,15.0,,8492-315,,,
08/23/2026,1,Player 316,2021,Topps Chrome,,316,Baseball,Raw,5.0,15.0,,8492-316,,,
08/23/2026,1,Player 317,2021,Topps Chrome,,317,Baseball,Raw,5.0,15.0,,8492-317,,,
08/23/2026,1,Player 318,2021,Topps Chrome,,318,Baseball,Raw,5.0,15.0,,8492-318,,,
08/23/2026,1,Player 319,2021,Topps Chrome,,319,Baseball,Raw,5.0,15.0,,8492-319,,,
08/23/2026,1,Player 320,2021,Topps Chrome,,320,Baseball,Raw,5.0,15.0,,8492-320,,,
08/23/2026,1,Player 321,2021,Topps Chrome,,321,Baseball,Raw,5.0,15.0,,8492-321,,,
08/23/2026,1,Player 322,2021,Topps Chrome,,322,Baseball,Raw,5.0,15.0,,8492-322,,,
08/23/2026,1,Player 323,2021,Topps Chrome,,323,Baseball,Raw,5.0,15.0,,8492-323,,,
08/23/2026,1,Player 324,2021,Topps Chrome,,324,Baseball,Raw,5.0,15.0,,8492-324,,,
08/23/2026,1,Player 325,2021,Topps Chrome,,325,Baseball,Raw,5.0,15.0,,8492-325,,,
08/23/2026,1,Player 326,2021,Topps Chrome,,326,Baseball,Raw,5.0,15.0,,8492-326,,,
08/23/2026,1,Player 327,2021,Topps Chrome,,327,Baseball,Raw,5.0,15.0,,8492-327,,,
08/23/2026,1,Player 328,2021,Topps Chrome,,328,Baseball,Raw,5.0,15.0,,8492-328,,,
08/23/2026,1,Player 329,2021,Topps Chrome,,329,Baseball,Raw,5.0,15.0,,8492-329,,,
08/23/2026,1,Player 330,2021,Topps Chrome,,330,Baseball,Raw,5.0,15.0,,8492-330,,,
08/23/2026,1,Player 331,2021,Topps Chrome,,331,Baseball,Raw,5.0,15.0,,8492-331,,,
08/23/2026,1,Player 332,2021,Topps Chrome,,332,Baseball,Raw,5.0,15.0,,8492-332,,,
08/23/2026,1,Player 333,2021,Topps Chrome,,333,Baseball,Raw,5.0,15.0,,8492-333,,,
08/23/2026,1,Player 334,2021,Topps Chrome,,334,Baseball,Raw,5.0,15.0,,8492-334,,,
08/23/2026,1,Player 335,2021,Topps Chrome,,335,Baseball,Raw,5.0,15.0,,8492-335,,,
08/23/2026,1,Player 336,2021,Topps Chrome,,336,Baseball,Raw,5.0,15.0,,8492-336,,,
08/23/2026,1,Player 337,2021,Topps Chrome,,337,Baseball,Raw,5.0,15.0,,8492-337,,,
08/23/2026,1,Player 338,2021,Topps Chrome,,338,Baseball,Raw,5.0,15.0,,8492-338,,,
08/23/2026,1,Player 339,2021,Topps Chrome,,339,Baseball,Raw,5.0,15.0,,8492-339,,,
08/23/2026,1,Player 340,2021,Topps Chrome,,340,Baseball,Raw,5.0,15.0,,8492-340,,,
08/23/2026,1,Player 341,2021,Topps Chrome,,341,Baseball,Raw,5.0,15.0,,8492-341,,,
08/23/2026,1,Player 342,2021,Topps Chrome,,342,Baseball,Raw,5.0,15.0,,8492-342,,,
08/23/2026,1,Player 343,2021,Topps Chrome,,343,Baseball,Raw,5.0,15.0,,8492-343,,,
08/23/2026,1,Player 344,2021,Topps Chrome,,344,Baseball,Raw,5.0,15.0,,8492-344,,,
08/23/2026,1,Player 345,2021,Topps Chrome,,345,Baseball,Raw,5.0,15.0,,8492-345,,,
08/23/2026,1,Player 346,2021,Topps Chrome,,346,Baseball,Raw,5.0,15.0,,8492-346,,,
08/23/2026,1,Player 347,2021,Topps Chrome,,347,Baseball,Raw,5.0,15.0,,8492-347,,,
08/23/2026,1,Player 348,2021,Topps Chrome,,348,Baseball,Raw,5.0,15.0,,8492-348,,,
08/23/2026,1,Player 349,2021,Topps Chrome,,349,Baseball,Raw,5.0,15.0,,8492-349,,,
08/23/2026,1,Player 350,2021,Topps Chrome,,350,Baseball,Raw,5.0,15.0,,8492-350,,,
08/23/2026,1,Player 351,2021,Topps Chrome,,351,Baseball,Raw,5.0,15.0,,8492-351,,,
08/23/2026,1,Player 352,2021,Topps Chrome,,352,Baseball,Raw,5.0,15.0,,8492-352,,,
08/23/2026,1,Player 353,2021,Topps Chrome,,353,Baseball,Raw,5.0,15.0,,8492-353,,,
08/23/2026,1,Player 354,2021,Topps Chrome,,354,Baseball,Raw,5.0,15.0,,8492-354,,,
08/23/2026,1,Player 355,2021,Topps Chrome,,355,Baseball,Raw,5.0,15.0,,8492-355,,,
08/23/2026,1,Player 356,2021,Topps Chrome,,356,Baseball,Raw,5.0,15.0,,8492-356,,,
08/23/2026,1,Player 357,2021,Topps Chrome,,357,Baseball,Raw,5.0,15.0,,8492-357,,,
08/23/2026,1,Player 358,2021,Topps Chrome,,358,Baseball,Raw,5.0,15.0,,8492-358,,,
08/23/2026,1,Player 359,2021,Topps Chrome,,359,Baseball,Raw,5.0,15.0,,8492-359,,,
08/23/2026,1,Player 360,2021,Topps Chrome,,360,Baseball,Raw,5.0,15.0,,8492-360,,,
08/23/2026,1,Player 361,2021,Topps Chrome,,361,Baseball,Raw,5.0,15.0,,8492-361,,,
08/23/2026,1,Player 362,2021,Topps Chrome,,362,Baseball,Raw,5.0,15.0,,8492-362,,,
08/23/2026,1,Player 363,2021,Topps Chrome,,363,Baseball,Raw,5.0,15.0,,8492-363,,,
08/23/2026,1,Player 364,2021,Topps Chrome,,364,Baseball,Raw,5.0,15.0,,8492-364,,,
08/23/2026,1,Player 365,2021,Topps Chrome,,365,Baseball,Raw,5.0,15.0,,8492-365,,,
08/23/2026,1,Player 366,2021,Topps Chrome,,366,Baseball,Raw,5.0,15.0,,8492-366,,,
08/23/2026,1,Player 367,2021,Topps Chrome,,367,Baseball,Raw,5.0,15.0,,8492-367,,,
08/23/2026,1,Player 368,2021,Topps Chrome,,368,Baseball,Raw,5.0,15.0,,8492-368,,,
08/23/2026,1,Player 369,2021,Topps Chrome,,369,Baseball,Raw,5.0,15.0,,8492-369,,,
08/23/2026,1,Player 370,2021,Topps Chrome,,370,Baseball,Raw,5.0,15.0,,8492-370,,,
08/23/2026,1,Player 371,2021,Topps Chrome,,371,Baseball,Raw,5.0,15.0,,8492-371,,,
08/23/2026,1,Player 372,2021,Topps Chrome,,372,Baseball,Raw,5.0,15.0,,8492-372,,,
08/23/2026,1,Player 373,2021,Topps Chrome,,373,Baseball,Raw,5.0,15.0,,8492-373,,,
08/23/2026,1,Player 374,2021,Topps Chrome,,374,Baseball,Raw,5.0,15.0,,8492-374,,,
08/23/2026,1,Player 375,2021,Topps Chrome,,375,Baseball,Raw,5.0,15.0,,8492-375,,,
08/23/2026,1,Player 376,2021,Topps Chrome,,376,Baseball,Raw,5.0,15.0,,8492-376,,,
08/23/2026,1,Player 377,2021,Topps Chrome,,377,Baseball,Raw,5.0,15.0,,8492-377,,,
08/23/2026,1,Player 378,2021,Topps Chrome,,378,Baseball,Raw,5.0,15.0,,8492-378,,,
08/23/2026,1,Player 379,2021,Topps Chrome,,379,Baseball,Raw,5.0,15.0,,8492-379,,,
08/23/2026,1,Player 380,2021,Topps Chrome,,380,Baseball,Raw,5.0,15.0,,8492-380,,,
08/23/2026,1,Player 381,2021,Topps Chrome,,381,Baseball,Raw,5.0,15.0,,8492-381,,,
08/23/2026,1,Player 382,2021,Topps Chrome,,382,Baseball,Raw,5.0,15.0,,8492-382,,,
08/23/2026,1,Player 383,2021,Topps Chrome,,383,Baseball,Raw,5.0,15.0,,8492-383,,,
08/23/2026,1,Player 384,2021,Topps Chrome,,384,Baseball,Raw,5.0,15.0,,8492-384,,,
08/23/2026,1,Player 385,2021,Topps Chrome,,385,Baseball,Raw,5.0,15.0,,8492-385,,,
08/23/2026,1,Player 386,2021,Topps Chrome,,386,Baseball,Raw,5.0,15.0,,8492-386,,,
08/23/2026,1,Player 387,2021,Topps Chrome,,387,Baseball,Raw,5.0,15.0,,8492-387,,,
08/23/2026,1,Player 388,2021,Topps Chrome,,388,Baseball,Raw,5.0,15.0,,8492-388,,,
08/23/2026,1,Player 389,2021,Topps Chrome,,389,Baseball,Raw,5.0,15.0,,8492-389,,,
08/23/2026,1,Player 390,2021,Topps Chrome,,390,Baseball,Raw,5.0,15.0,,8492-390,,,
08/23/2026,1,Player 391,2021,Topps Chrome,,391,Baseball,Raw,5.0,15.0,,8492-391,,,
08/23/2026,1,Player 392,2021,Topps Chrome,,392,Baseball,Raw,5.0,15.0,,8492-392,,,
08/23/2026,1,Player 393,2021,Topps Chrome,,393,Baseball,Raw,5.0,15.0,,8492-393,,,
08/23/2026,1,Player 394,2021,Topps Chrome,,394,Baseball,Raw,5.0,15.0,,8492-394,,,
08/23/2026,1,Player 395,2021,Topps Chrome,,395,Baseball,Raw,5.0,15.0,,8492-395,,,
08/23/2026,1,Player 396,2021,Topps Chrome,,396,Baseball,Raw,5.0,15.0,,8492-396,,,
08/23/2026,1,Player 397,2021,Topps Chrome,,397,Baseball,Raw,5.0,15.0,,8492-397,,,
08/23/2026,1,Player 398,2021,Topps Chrome,,398,Baseball,Raw,5.0,15.0,,8492-398,,,
08/23/2026,1,Player 399,2021,Topps Chrome,,399,Baseball,Raw,5.0,15.0,,8492-399,,,
08/23/2026,1,Player 400,2021,Topps Chrome,,400,Baseball,Raw,5.0,15.0,,8492-400,,,
08/23/2026,1,Player 401,2021,Topps Chrome,,401,Baseball,Raw,5.0,15.0,,8492-401,,,
08/23/2026,1,Player 402,2021,Topps Chrome,,402,Baseball,Raw,5.0,15.0,,8492-402,,,
08/23/2026,1,Player 403,2021,Topps Chrome,,403,Baseball,Raw,5.0,15.0,,8492-403,,,
08/23/2026,1,Player 404,2021,Topps Chrome,,404,Baseball,Raw,5.0,15.0,,8492-404,,,
08/23/2026,1,Player 405,2021,Topps Chrome,,405,Baseball,Raw,5.0,15.0,,8492-405,,,
08/23/2026,1,Player 406,2021,Topps Chrome,,406,Baseball,Raw,5.0,15.0,,8492-406,,,
08/23/2026,1,Player 407,2021,Topps Chrome,,407,Baseball,Raw,5.0,15.0,,8492-407,,,
08/23/2026,1,Player 408,2021,Topps Chrome,,408,Baseball,Raw,5.0,15.0,,8492-408,,,
08/23/2026,1,Player 409,2021,Topps Chrome,,409,Baseball,Raw,5.0,15.0,,8492-409,,,
08/23/2026,1,Player 410,2021,Topps Chrome,,410,Baseball,Raw,5.0,15.0,,8492-410,,,
08/23/2026,1,Player 411,2021,Topps Chrome,,411,Baseball,Raw,5.0,15.0,,8492-411,,,
08/23/2026,1,Player 412,2021,Topps Chrome,,412,Baseball,Raw,5.0,15.0,,8492-412,,,
08/23/2026,1,Player 413,2021,Topps Chrome,,413,Baseball,Raw,5.0,15.0,,8492-413,,,
08/23/2026,1,Player 414,2021,Topps Chrome,,414,Baseball,Raw,5.0,15.0,,8492-414,,,
08/23/2026,1,Player 415,2021,Topps Chrome,,415,Baseball,Raw,5.0,15.0,,8492-415,,,
08/23/2026,1,Player 416,2021,Topps Chrome,,416,Baseball,Raw,5.0,15.0,,8492-416,,,
08/23/2026,1,Player 417,2021,Topps Chrome,,417,Baseball,Raw,5.0,15.0,,8492-417,,,
08/23/2026,1,Player 418,2021,Topps Chrome,,418,Baseball,Raw,5.0,15.0,,8492-418,,,
08/23/2026,1,Player 419,2021,Topps Chrome,,419,Baseball,Raw,5.0,15.0,,8492-419,,,
08/23/2026,1,Player 420,2021,Topps Chrome,,420,Baseball,Raw,5.0,15.0,,8492-420,,,
08/23/2026,1,Player 421,2021,Topps Chrome,,421,Baseball,Raw,5.0,15.0,,8492-421,,,
08/23/2026,1,Player 422,2021,Topps Chrome,,422,Baseball,Raw,5.0,15.0,,8492-422,,,
08/23/2026,1,Player 423,2021,Topps Chrome,,423,Baseball,Raw,5.0,15.0,,8492-423,,,
08/23/2026,1,Player 424,2021,Topps Chrome,,424,Baseball,Raw,5.0,15.0,,8492-424,,,
08/23/2026,1,Player 425,2021,Topps Chrome,,425,Baseball,Raw,5.0,15.0,,8492-425,,,
08/23/2026,1,Player 426,2021,Topps Chrome,,426,Baseball,Raw,5.0,15.0,,8492-426,,,
08/23/2026,1,Player 427,2021,Topps Chrome,,427,Baseball,Raw,5.0,15.0,,8492-427,,,
08/23/2026,1,Player 428,2021,Topps Chrome,,428,Baseball,Raw,5.0,15.0,,8492-428,,,
08/23/2026,1,Player 429,2021,Topps Chrome,,429,Baseball,Raw,5.0,15.0,,8492-429,,,
08/23/2026,1,Player 430,2021,Topps Chrome,,430,Baseball,Raw,5.0,15.0,,8492-430,,,
08/23/2026,1,Player 431,2021,Topps Chrome,,431,Baseball,Raw,5.0,15.0,,8492-431,,,
08/23/2026,1,Player 432,2021,Topps Chrome,,432,Baseball,Raw,5.0,15.0,,8492-432,,,
08/23/2026,1,Player 433,2021,Topps Chrome,,433,Baseball,Raw,5.0,15.0,,8492-433,,,
08/23/2026,1,Player 434,2021,Topps Chrome,,434,Baseball,Raw,5.0,15.0,,8492-434,,,
08/23/2026,1,Player 435,2021,Topps Chrome,,435,Baseball,Raw,5.0,15.0,,8492-435,,,
08/23/2026,1,Player 436,2021,Topps Chrome,,436,Baseball,Raw,5.0,15.0,,8492-436,,,
08/23/2026,1,Player 437,2021,Topps Chrome,,437,Baseball,Raw,5.0,15.0,,8492-437,,,
08/23/2026,1,Player 438,2021,Topps Chrome,,438,Baseball,Raw,5.0,15.0,,8492-438,,,
08/23/2026,1,Player 439,2021,Topps Chrome,,439,Baseball,Raw,5.0,15.0,,8492-439,,,
08/23/2026,1,Player 440,2021,Topps Chrome,,440,Baseball,Raw,5.0,15.0,,8492-440,,,
08/23/2026,1,Player 441,2021,Topps Chrome,,441,Baseball,Raw,5.0,15.0,,8492-441,,,
08/23/2026,1,Player 442,2021,Topps Chrome,,442,Baseball,Raw,5.0,15.0,,8492-442,,,
08/23/2026,1,Player 443,2021,Topps Chrome,,443,Baseball,Raw,5.0,15.0,,8492-443,,,
08/23/2026,1,Player 444,2021,Topps Chrome,,444,Baseball,Raw,5.0,15.0,,8492-444,,,
08/23/2026,1,Player 445,2021,Topps Chrome,,445,Baseball,Raw,5.0,15.0,,8492-445,,,
08/23/2026,1,Player 446,2021,Topps Chrome,,446,Baseball,Raw,5.0,15.0,,8492-446,,,
08/23/2026,1,Player 447,2021,Topps Chrome,,447,Baseball,Raw,5.0,15.0,,8492-447,,,
08/23/2026,1,Player 448,2021,Topps Chrome,,448,Baseball,Raw,5.0,15.0,,8492-448,,,
08/23/2026,1,Player 449,2021,Topps Chrome,,449,Baseball,Raw,5.0,15.0,,8492-449,,,
08/23/2026,1,Player 450,2021,Topps Chrome,,450,Baseball,Raw,5.0,15.0,,8492-450,,,
08/23/2026,1,Player 451,2021,Topps Chrome,,451,Baseball,Raw,5.0,15.0,,8492-451,,,
08/23/2026,1,Player 452,2021,Topps Chrome,,452,Baseball,Raw,5.0,15.0,,8492-452,,,
08/23/2026,1,Player 453,2021,Topps Chrome,,453,Baseball,Raw,5.0,15.0,,8492-453,,,
08/23/2026,1,Player 454,2021,Topps Chrome,,454,Baseball,Raw,5.0,15.0,,8492-454,,,
08/23/2026,1,Player 455,2021,Topps Chrome,,455,Baseball,Raw,5.0,15.0,,8492-455,,,
08/23/2026,1,Player 456,2021,Topps Chrome,,456,Baseball,Raw,5.0,15.0,,8492-456,,,
08/23/2026,1,Player 457,2021,Topps Chrome,,457,Baseball,Raw,5.0,15.0,,8492-457,,,
08/23/2026,1,Player 458,2021,Topps Chrome,,458,Baseball,Raw,5.0,15.0,,8492-458,,,
08/23/2026,1,Player 459,2021,Topps Chrome,,459,Baseball,Raw,5.0,15.0,,8492-459,,,
08/23/2026,1,Player 460,2021,Topps Chrome,,460,Baseball,Raw,5.0,15.0,,8492-460,,,
08/23/2026,1,Player 461,2021,Topps Chrome,,461,Baseball,Raw,5.0,15.0,,8492-461,,,
08/23/2026,1,Player 462,2021,Topps Chrome,,462,Baseball,Raw,5.0,15.0,,8492-462,,,
08/23/2026,1,Player 463,2021,Topps Chrome,,463,Baseball,Raw,5.0,15.0,,8492-463,,,
08/23/2026,1,Player 464,2021,Topps Chrome,,464,Baseball,Raw,5.0,15.0,,8492-464,,,
08/23/2026,1,Player 465,2021,Topps Chrome,,465,Baseball,Raw,5.0,15.0,,8492-465,,,
08/23/2026,1,Player 466,2021,Topps Chrome,,466,Baseball,Raw,5.0,15.0,,8492-466,,,
08/23/2026,1,Player 467,2021,Topps Chrome,,467,Baseball,Raw,5.0,15.0,,8492-467,,,
08/23/2026,1,Player 468,2021,Topps Chrome,,468,Baseball,Raw,5.0,15.0,,8492-468,,,
08/23/2026,1,Player 469,2021,Topps Chrome,,469,Baseball,Raw,5.0,15.0,,8492-469,,,
08/23/2026,1,Player 470,2021,Topps Chrome,,470,Baseball,Raw,5.0,15.0,,8492-470,,,
08/23/2026,1,Player 471,2021,Topps Chrome,,471,Baseball,Raw,5.0,15.0,,8492-471,,,
08/23/2026,1,Player 472,2021,Topps Chrome,,472,Baseball,Raw,5.0,15.0,,8492-472,,,
08/23/2026,1,Player 473,2021,Topps Chrome,,473,Baseball,Raw,5.0,15.0,,8492-473,,,
08/23/2026,1,Player 474,2021,Topps Chrome,,474,Baseball,Raw,5.0,15.0,,8492-474,,,
08/23/2026,1,Player 475,2021,Topps Chrome,,475,Baseball,Raw,5.0,15.0,,8492-475,,,
08/23/2026,1,Player 476,2021,Topps Chrome,,476,Baseball,Raw,5.0,15.0,,8492-476,,,
08/23/2026,1,Player 477,2021,Topps Chrome,,477,Baseball,Raw,5.0,15.0,,8492-477,,,
08/23/2026,1,Player 478,2021,Topps Chrome,,478,Baseball,Raw,5.0,15.0,,8492-478,,,
08/23/2026,1,Player 479,2021,Topps Chrome,,479,Baseball,Raw,5.0,15.0,,8492-479,,,
08/23/2026,1,Player 480,2021,Topps Chrome,,480,Baseball,Raw,5.0,15.0,,8492-480,,,
08/23/2026,1,Player 481,2021,Topps Chrome,,481,Baseball,Raw,5.0,15.0,,8492-481,,,
08/23/2026,1,Player 482,2021,Topps Chrome,,482,Baseball,Raw,5.0,15.0,,8492-482,,,
08/23/2026,1,Player 483,2021,Topps Chrome,,483,Baseball,Raw,5.0,15.0,,8492-483,,,
08/23/2026,1,Player 484,2021,Topps Chrome,,484,Baseball,Raw,5.0,15.0,,8492-484,,,
08/23/2026,1,Player 485,2021,Topps Chrome,,485,Baseball,Raw,5.0,15.0,,8492-485,,,
08/23/2026,1,Player 486,2021,Topps Chrome,,486,Baseball,Raw,5.0,15.0,,8492-486,,,
08/23/2026,1,Player 487,2021,Topps Chrome,,487,Baseball,Raw,5.0,15.0,,8492-487,,,
08/23/2026,1,Player 488,2021,Topps Chrome,,488,Baseball,Raw,5.0,15.0,,8492-488,,,
08/23/2026,1,Player 489,2021,Topps Chrome,,489,Baseball,Raw,5.0,15.0,,8492-489,,,
08/23/2026,1,Player 490,2021,Topps Chrome,,490,Baseball,Raw,5.0,15.0,,8492-490,,,
08/23/2026,1,Player 491,2021,Topps Chrome,,491,Baseball,Raw,5.0,15.0,,8492-491,,,
08/23/2026,1,Player 492,2021,Topps Chrome,,492,Baseball,Raw,5.0,15.0,,8492-492,,,
08/23/2026,1,Player 493,2021,Topps Chrome,,493,Baseball,Raw,5.0,15.0,,8492-493,,,
08/23/2026,1,Player 494,2021,Topps Chrome,,494,Baseball,Raw,5.0,15.0,,8492-494,,,
08/23/2026,1,Player 495,2021,Topps Chrome,,495,Baseball,Raw,5.0,15.0,,8492-495,,,
08/23/2026,1,Player 496,2021,Topps Chrome,,496,Baseball,Raw,5.0,15.0,,8492-496,,,
08/23/2026,1,Player 497,2021,Topps Chrome,,497,Baseball,Raw,5.0,15.0,,8492-497,,,
08/23/2026,1,Player 498,2021,Topps Chrome,,498,Baseball,Raw,5.0,15.0,,8492-498,,,
08/23/2026,1,Player 499,2021,Topps Chrome,,499,Baseball,Raw,5.0,15.0,,8492-499,,,
08/23/2026,1,Player 500,2021,Topps Chrome,,500,Baseball,Raw,5.0,15.0,,8492-500,,,
